AMR_Gene_Family	ARO	ARO_Name	Drug_Class	Resistance_Mechanism	SRR10842836	SRR10842837	SRR10842838	SRR10842839	SRR10842840	SRR10842841	SRR10842842	SRR10842843	SRR10842844	SRR10842845	SRR10842846	SRR10842847	SRR10842848	SRR10842849	SRR10842850	SRR10842851	SRR10842852	SRR10842853	SRR10842854	SRR10842855	SRR10842856	SRR10842857	SRR10842858	SRR10842859	SRR10842860	SRR10842861	SRR10842862	SRR10842863	SRR10842864	SRR10842865	SRR10842866	SRR10842867	SRR10842868	SRR10842869	SRR10842870	SRR10842871
16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	ARO_3007536_3007537__Mtub_16rrnS_AMK__R__c462t	Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to amikacin;Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to kanamycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0074	0.0	0.0	0.0	0	0.0	0.0	0	0
16s rRNA with mutation conferring resistance to aminoglycoside antibiotics;16s rRNA with mutation conferring resistance to peptide antibiotics	ARO_3003543_3003546__Msme_16rrsA_KAN__R__g1475t_t1389a	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A;Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	0.0086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
16s rRNA with mutation conferring resistance to peptide antibiotics	ARO_3003547__Msme_16rrsB_VIO__R__g1475t	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0202	0.0281	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.0	0	0.0	0.0	0.0	0.007	0.1957	0.2293	0.0	0.0	0	0.0066	0.0253	0.0374	0.0056	0.0222	0.0296	0	0.0369	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004131__Ecol_23S_MULT__R__c2611t	Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004161__Prop_23S_MAC__R__g2294a_g2295a	Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0089	0.018	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004164__Mavi_23S_CLR__R__a2274g	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0037	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004170__Spne_23S_MAC__R__c2641g	Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064	0	0.0	0.0	0.0	0.0	0.0	0.0039	0.0	0.0	0	0.0035	0.0	0.0	0.0029	0.0	0.0	0	0.0	0.0076	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004174__Ctra_23S_MAC__R__a2107g	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0134	0.0	0.0087	0.0043	0.0214	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004174__Ctra_23S_MAC__R__a2663c_t2663c	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0146	0.0268	0.0297	0.0217	0.0172	0.0342	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0058	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004836__Ngon_23S_AZM__R__a2045g	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	ARO_3004173__Ecol_23S_OXZ__R__g2447t	Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0029	0.0	0	0.0	0.0038	0	0
23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	ARO_3005083__Tthe_23S_PLM__R__t2500a	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0039	0.0	0	0
antibiotic-resistant UhpT	ARO_3003890__Ecol_UhpT_FOF__V__E350Q	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	phosphonic acid antibiotic	antibiotic target alteration	0.0	0	0	0	2.9553	0.1035	0.0	0.0	0.0	0.0	0.0	0.0	1.5141	0.0	0.0	0	0.0	0.0	0.0	0.054	0.0806	0.8526	0.0181	0.0	0	0.0	0.0	0.0082	0.0	0.0	0.0	0	0.0	0.0	0	0
fluoroquinolone resistant gyrA;triclosan resistant gyrA	ARO_3003926_3004334_3007751__Sent_gyrA_FLO__V__S83F	Salmonella enterica gyrA conferring resistance to fluoroquinolones;Salmonella enterica gyrA with mutation conferring resistance to triclosan;Salmonella isangi gyrA conferring resistance to fluoroquinolones	disinfecting agents and antiseptics;fluoroquinolone antibiotic;nybomycin-like antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
fluoroquinolone resistant gyrB	ARO_3003306__Mmor_gyrB_FLO__V__S463A	Morganella morganii gyrB conferring resistance to fluoroquinolones	aminocoumarin antibiotic;fluoroquinolone antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0253	0.0269	0	0.0	0.0229	0.4849	0.0044	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
